"SNP","Chromosome","Position ","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","effect","FDR"
"AT4G32350",4,15617466,0.337504327639827,0.307186307032577,690,0.582062581365946,0.582623798616055,-1.95781816035196,0.999326526413139
"AT4G32360",4,15621301,0.233057485891682,0.446139031449383,690,0.582062581365946,0.58293051499376,2.52580620640947,0.999326526413139
"AT4G32390",4,15636415,0.0889723791193169,0.367777275197208,690,0.582062581365946,0.583830046195315,9.01135367499955,0.999326526413139
"AT4G32400",4,15638625,0.814371731005837,0.397664905124706,690,0.582062581365946,0.582096192318026,1.26097680312523,0.999326526413139
"AT4G32410",4,15640620,0.915926267825577,0.458363384675884,690,0.582062581365946,0.58206937590991,0.345493962842738,0.999326526413139
"AT4G32420",4,15647346,0.996206494111221,0.472531766678315,690,0.582062581365946,0.582062595147837,-0.0180749470964656,0.999326526413139
"AT4G32430",4,15652892,0.360661563016008,0.39846104739974,690,0.582062581365946,0.582572336476077,-2.21861967302539,0.999326526413139
"AT4G32440",4,15656681,0.22577604703749,0.443170507803063,690,0.582062581365946,0.582958113787884,-3.90696841067984,0.999326526413139
"AT4G32445",4,15660370,0.902983348281495,0.37737618048567,690,0.582062581365946,0.582071640153775,0.15484092130373,0.999326526413139
"AT4G32450",4,15660927,0.0487079509749662,0.384104189932271,690,0.582062581365946,0.584438172883143,-4.85628227691996,0.999326526413139
"AT4G32460",4,15662266,0.924127242973121,0.343774783638665,690,0.582062581365946,0.58206811118399,-0.244778927477455,0.999326526413139
"AT4G32470",4,15669219,0.368198666960525,0.407254319326475,690,0.582062581365946,0.582556555059308,3.23432931246498,0.999326526413139
"AT4G32480",4,15676404,0.0625679919288681,0.294427691244287,690,0.582062581365946,0.584182309493473,4.11527847624529,0.999326526413139
"AT4G32520",4,15689464,0.890335445725316,0.420114622333622,690,0.582062581365946,0.582074172107433,-0.450855229762965,0.999326526413139
"AT4G32530",4,15693114,0.339519341524758,0.456864972687014,690,0.582062581365946,0.582619132705189,-2.56413226660879,0.999326526413139
"AT4G32540",4,15700904,0.13029351428141,0.255536663697946,690,0.582062581365946,0.583460484090591,-2.7805716078301,0.999326526413139
"AT4G32551",4,15707481,0.510585738403685,0.444731951750993,690,0.582062581365946,0.582326576206042,2.74345665112196,0.999326526413139
"AT4G32560",4,15713736,0.315133071134593,0.452795113954534,690,0.582062581365946,0.582678229241022,-2.34800290452768,0.999326526413139
"AT4G32570",4,15716232,0.660193097499381,0.431325027897621,690,0.582062581365946,0.582180443108255,0.880224040016401,0.999326526413139
"AT4G32590",4,15721324,0.250600072001796,0.428678784526723,690,0.582062581365946,0.58286811211207,3.31608819042231,0.999326526413139
"AT4G32600",4,15723434,0.500974590445809,0.459536924844965,690,0.582062581365946,0.582338780648489,-1.6160611558953,0.999326526413139
"AT4G32605",4,15726271,0.791999390754985,0.381896514373605,690,0.582062581365946,0.58210498435689,-1.04420258263417,0.999326526413139
"AT4G32610",4,15728143,0.734948254231695,0.476982535879548,690,0.582062581365946,0.582132466988731,1.28150136505428,0.999326526413139
"AT4G32620",4,15731508,0.60820265435945,0.448759079217233,690,0.582062581365946,0.582222837155403,-2.06861427172407,0.999326526413139
"AT4G32640",4,15742001,0.5267350212559,0.494445183418217,690,0.582062581365946,0.582306944546825,2.7031576744339,0.999326526413139
"AT4G32650",4,15751322,0.671101593078291,0.327159976373367,690,0.582062581365946,0.582172531618076,-1.99423116510297,0.999326526413139
"AT4G32660",4,15756128,0.314409825557194,0.445295426129123,690,0.582062581365946,0.582680073566799,-2.63267289492796,0.999326526413139
"AT4G32670",4,15759243,0.144803193903431,0.394759388756605,690,0.582062581365946,0.583360879710094,3.85437858039586,0.999326526413139
"AT4G32680",4,15763237,0.918365257139725,0.46029138450656,690,0.582062581365946,0.58206898604067,-0.233841282315552,0.999326526413139
"AT4G32690",4,15765402,0.637168759020127,0.374974278348728,690,0.582062581365946,0.582198236019221,0.945117585100888,0.999326526413139
"AT4G32700",4,15767317,0.517434824384565,0.484648507664674,690,0.582062581365946,0.582318118749801,1.57893090043217,0.999326526413139
"AT4G32710",4,15781045,0.177741851043622,0.384790577351423,690,0.582062581365946,0.583171482954821,5.29735030037409,0.999326526413139
"AT4G32720",4,15787209,0.101653133490356,0.379604035290894,690,0.582062581365946,0.583699375762631,8.36755108030047,0.999326526413139
"AT4G32730",4,15790345,0.655866689638423,0.369396876359797,690,0.582062581365946,0.582183671891988,1.4970160095254,0.999326526413139
"AT4G32750",4,15795985,0.895160369710776,0.427902583863768,690,0.582062581365946,0.582073168818166,-0.30909178163347,0.999326526413139
"AT4G32760",4,15799077,0.342463899139355,0.497366240849902,690,0.582062581365946,0.582612381023759,3.04653245819645,0.999326526413139
"AT4G32770",4,15804914,0.758644142430774,0.352147488668008,690,0.582062581365946,0.582120145384996,-1.11386967472936,0.999326526413139
"AT4G32780",4,15808852,0.855704547718158,0.36223964520472,690,0.582062581365946,0.582082742560893,-0.414551301020765,0.999326526413139
"AT4G32785",4,15811066,0.760921048809461,0.366500581298788,690,0.582062581365946,0.582119030344604,-0.647401498014005,0.999326526413139
"AT4G32790",4,15812095,0.000747002842429764,0.41357570397511,690,0.582062581365946,0.589051632886334,-8.63039222166844,0.458336716995689
"AT4G32800",4,15819524,0.774149401749582,0.37122999075411,690,0.582062581365946,0.582112786424415,0.639971903785408,0.999326526413139
"AT4G32810",4,15828228,0.27149408846931,0.222718108467372,690,0.582062581365946,0.582800450930092,3.13473362375044,0.999326526413139
"AT4G32820",4,15831576,0.573769240745553,0.476551536317324,690,0.582062581365946,0.582255539698868,-1.78111196860118,0.999326526413139
"AT4G32830",4,15842453,0.52786267471071,0.329849515845471,690,0.582062581365946,0.582305613467501,-3.27914282107668,0.999326526413139
"AT4G32840",4,15844780,0.418869178750158,0.431005475468887,690,0.582062581365946,0.582461190799588,-1.65319237052063,0.999326526413139
"AT4G32850",4,15849772,0.91442165737176,0.495574808868091,690,0.582062581365946,0.582069622229491,-0.403544151122333,0.999326526413139
"AT4G32860",4,15856611,0.601647731384419,0.252729405735973,690,0.582062581365946,0.582228763985953,-1.92406943758397,0.999326526413139
"AT4G32870",4,15862143,0.61252355337455,0.283034314950532,690,0.582062581365946,0.582219004420265,1.19104942185368,0.999326526413139
"AT4G32880",4,15863452,0.337544662365609,0.407115778573758,690,0.582062581365946,0.582623704851088,-3.38813775590097,0.999326526413139
"AT4G32890",4,15875470,0.15865863188372,0.404341457537265,690,0.582062581365946,0.583275759730711,-3.64062101301897,0.999326526413139
"AT4G32900",4,15878722,0.940130053306423,0.449922479677515,690,0.582062581365946,0.582066020585172,-0.137786719169526,0.999326526413139
"AT4G32910",4,15881256,0.654124414346702,0.432006168316901,690,0.582062581365946,0.582184986931883,-1.54839534239727,0.999326526413139
"AT4G32915",4,15885520,0.224615471149404,0.455289814260944,690,0.582062581365946,0.582962611730132,2.38790036741739,0.999326526413139
"AT4G32920",4,15887270,0.73714011328721,0.386961830440091,690,0.582062581365946,0.582131271600575,-1.09432323320652,0.999326526413139
"AT4G32930",4,15898835,0.294703262089062,0.432819548276987,690,0.582062581365946,0.582732556574189,-2.68930534541869,0.999326526413139
"AT4G32940",4,15900270,0.592732124713931,0.219990245600624,690,0.582062581365946,0.582237046758293,1.89460389340093,0.999326526413139
"AT4G32950",4,15904444,0.811679679571342,0.240435616951132,690,0.582062581365946,0.582097193096565,0.326299820197619,0.999326526413139
"AT4G32960",4,15908618,0.393864825935282,0.451124367913906,690,0.582062581365946,0.58250604234966,2.31771268403827,0.999326526413139
"AT4G32970",4,15910345,0.896559666319187,0.485788306374518,690,0.582062581365946,0.582072886491775,0.242724475758223,0.999326526413139
"AT4G32980",4,15914722,0.398654304434859,0.439937216602721,690,0.582062581365946,0.582497134445835,1.91846183057351,0.999326526413139
"AT4G32990",4,15920230,0.0445042693428141,0.384783033205132,690,0.582062581365946,0.584531343701094,-2.57848388972434,0.999326526413139
"AT4G33000",4,15924349,0.746556167531458,0.41265425246233,690,0.582062581365946,0.582126266199693,-0.529801419277646,0.999326526413139
"AT4G33010",4,15926670,0.339756216348293,0.383188898848373,690,0.582062581365946,0.582618586651644,3.33329051164037,0.999326526413139
"AT4G33020",4,15932603,0.391819370588333,0.264238035735264,690,0.582062581365946,0.582509894407258,-1.57183894500577,0.999326526413139
"AT4G33030",4,15935416,0.513654118766718,0.365905675781584,690,0.582062581365946,0.582322762978916,1.67383365641217,0.999326526413139
"AT4G33040",4,15940561,0.000566386487906377,0.259288572812317,690,0.582062581365946,0.589370892387564,-10.2165768652594,0.40181581401408
"AT4G33050",4,15944322,0.785401562280536,0.306600062605386,690,0.582062581365946,0.582107785754469,-1.05490889975044,0.999326526413139
"AT4G33060",4,15948490,0.565826938436169,0.43172980151928,690,0.582062581365946,0.582263651456459,1.33021543806171,0.999326526413139
"AT4G33070",4,15952289,0.70943594057734,0.195516638727396,690,0.582062581365946,0.582147238961378,-0.882795263287335,0.999326526413139
"AT4G33080",4,15959962,0.287696299067429,0.432677529691833,690,0.582062581365946,0.582752318490962,-2.49567474750438,0.999326526413139
"AT4G33090",4,15965741,0.220352324262385,0.47660610552162,690,0.582062581365946,0.582979376665181,-3.71968915320031,0.999326526413139
"AT4G33100",4,15971174,0.517671933712482,0.43480647362018,690,0.582062581365946,0.58231782946338,1.19914521133796,0.999326526413139
"AT4G33110",4,15972323,0.222502578639364,0.431959604952092,690,0.582062581365946,0.582970872590748,-2.9298228894877,0.999326526413139
"AT4G33120",4,15975386,0.622281589101751,0.22514045500813,690,0.582062581365946,0.582210561703815,1.05796660673514,0.999326526413139
"AT4G33130",4,15978989,0.2908716111601,0.325941516716669,690,0.582062581365946,0.582743287728063,4.98309213104221,0.999326526413139
"AT4G33140",4,15981405,0.0918471962072897,0.375086101788655,690,0.582062581365946,0.583798716470438,-6.5431946838944,0.999326526413139
"AT4G33145",4,15984643,0.268070052911402,0.137419484702093,690,0.582062581365946,0.582811086573199,-1.76386502750529,0.999326526413139
"AT4G33150",4,15985189,0.194390204182026,0.297290806828797,690,0.582062581365946,0.583090568064782,-3.56040721714089,0.999326526413139
"AT4G33160",4,15994089,0.959141930768497,0.353405172413793,690,0.582062581365946,0.582064181514891,0.189465511619346,0.999326526413139
"AT4G33170",4,15995701,0.220036350499262,0.384257571812896,690,0.582062581365946,0.582980634687202,3.54928049549198,0.999326526413139
"AT4G33180",4,16000177,0.524323695591803,0.445076299548027,690,0.582062581365946,0.58230980800735,0.980995412155607,0.999326526413139
"AT4G33200",4,16002475,0.331872343541931,0.478117612418639,690,0.582062581365946,0.582637040524675,2.89193898818485,0.999326526413139
"AT4G33210",4,16015730,0.298386115660475,0.426816952235313,690,0.582062581365946,0.582722409459179,3.84431672344363,0.999326526413139
"AT4G33220",4,16022439,0.856570385755368,0.410168990083075,690,0.582062581365946,0.582082498684285,0.458898014545412,0.999326526413139
"AT4G33240",4,16029209,0.00538514563963295,0.498156847037118,690,0.582062581365946,0.586811595704583,-8.34681635617017,0.953626894747953
"AT4G33250",4,16038867,0.294322631922513,0.462385327702874,690,0.582062581365946,0.582733614576556,-3.36044019863039,0.999326526413139
"AT4G33260",4,16041067,0.517452317453321,0.315066268953939,690,0.582062581365946,0.58231809739935,-2.09850109910622,0.999326526413139
"AT4G33270",4,16044352,0.918622199484534,0.316624496386036,690,0.582062581365946,0.582068945646498,-0.359223499239306,0.999326526413139
"AT4G33280",4,16047354,0.771169384413914,0.268639390378521,690,0.582062581365946,0.582114158364481,0.481245554447923,0.999326526413139
"AT4G33300",4,16050456,0.447189372313331,0.36637498424889,690,0.582062581365946,0.582414984115098,-2.18716873334415,0.999326526413139
"AT4G33310",4,16056156,0.325897908617332,0.293670010430803,690,0.582062581365946,0.582651419396485,1.15158878985949,0.999326526413139
"AT4G33330",4,16059754,0.0222295697437794,0.317231959936262,690,0.582062581365946,0.58526203835451,-6.54789634760164,0.999326526413139
"AT4G33350",4,16064548,0.277621327826449,0.423523394490657,690,0.582062581365946,0.582781832276549,-3.59768842366611,0.999326526413139
"AT4G33355",4,16067002,0.399981458912007,0.299398352118887,690,0.582062581365946,0.582494693439621,-1.19928480682302,0.999326526413139
"AT4G33360",4,16067672,0.670496025709394,0.351741054703331,690,0.582062581365946,0.582172962288479,1.22383721027654,0.999326526413139
"AT4G33370",4,16069669,0.759248367637255,0.198559670781893,690,0.582062581365946,0.582119848322571,0.397099605192125,0.999326526413139
"AT4G33380",4,16071802,0.519140767324295,0.421402361814378,690,0.582062581365946,0.582316042579207,-1.39889127632705,0.999326526413139
"AT4G33390",4,16075091,0.808876059880108,0.331303997336278,690,0.582062581365946,0.58209825186004,0.324474668478615,0.999326526413139
"AT4G33400",4,16077917,0.764367980256386,0.358382335136338,690,0.582062581365946,0.582117364964714,1.79637699782324,0.999326526413139
"AT4G33410",4,16080876,0.151608759449152,0.498911698528784,690,0.582062581365946,0.583317967417664,-2.50677268875552,0.999326526413139
"AT4G33420",4,16084828,0.428659900438584,0.265997051617458,690,0.582062581365946,0.582444693088481,3.20808795549237,0.999326526413139
"AT4G33430",4,16086311,0.726260770339261,0.489545482838388,690,0.582062581365946,0.582137318556474,-1.48910819736193,0.999326526413139
"AT4G33440",4,16091940,0.589240437210396,0.346038117496633,690,0.582062581365946,0.582240361364478,-2.28576316196995,0.999326526413139
"AT4G33450",4,16095392,0.456443358177373,0.231636744237084,690,0.582062581365946,0.58240084987584,-1.93644232022234,0.999326526413139
"AT4G33460",4,16098070,0.610690136799072,0.489790911118638,690,0.582062581365946,0.582220623564469,0.879353691021606,0.999326526413139
"AT4G33467",4,16101464,0.279445617971056,0.19226453684817,690,0.582062581365946,0.582776388592916,-1.80335731637297,0.999326526413139
"AT4G33470",4,16102595,0.0634189124173351,0.47665868868617,690,0.582062581365946,0.584168624486571,-3.38222981197578,0.999326526413139
"AT4G33480",4,16105611,0.709508174559305,0.481566699728601,690,0.582062581365946,0.582147194868636,1.2650137220262,0.999326526413139
"AT4G33490",4,16108643,0.43834398067159,0.349879479966839,690,0.582062581365946,0.582428926037314,-2.64633436441363,0.999326526413139
"AT4G33495",4,16110712,0.91907481592072,0.467337950441463,690,0.582062581365946,0.582068874804244,0.266837815288454,0.999326526413139
"AT4G33500",4,16112658,0.279307513413484,0.436314190094155,690,0.582062581365946,0.582776799125833,2.56776374995025,0.999326526413139
"AT4G33510",4,16116447,0.752579724969941,0.462573301107098,690,0.582062581365946,0.582123173640867,-1.00436499877833,0.999326526413139
"AT4G33520",4,16118896,0.121066495120964,0.436184419776067,690,0.582062581365946,0.583530511253688,3.38362264383613,0.999326526413139
"AT4G33530",4,16126231,0.31781532054053,0.458178204246279,690,0.582062581365946,0.582671437474359,-3.47825475739955,0.999326526413139
"AT4G33540",4,16130824,0.326339811611382,0.409007007593698,690,0.582062581365946,0.58265034389484,2.46341867704541,0.999326526413139
"AT4G33550",4,16134440,0.167913851809015,0.146018740452556,690,0.582062581365946,0.583223487056578,-3.2405136186826,0.999326526413139
"AT4G33560",4,16135400,0.852449305380416,0.271138356103422,690,0.582062581365946,0.582083673180548,0.347490484885384,0.999326526413139
"AT4G33565",4,16136749,0.144872023393162,0.373225761039208,690,0.582062581365946,0.583360434373434,4.24320989250919,0.999326526413139
"AT4G33580",4,16138359,0.412648867256955,0.488075231101803,690,0.582062581365946,0.582471974465271,2.23625757235641,0.999326526413139
"AT4G33590",4,16142497,0.795145600613904,0.20667270531401,690,0.582062581365946,0.582103682220482,-0.470662028160405,0.999326526413139
"AT4G33610",4,16146261,0.356869359678095,0.228293865010764,690,0.582062581365946,0.582580450180639,2.97034414583322,0.999326526413139
"AT4G33620",4,16147692,0.699058614028497,0.384050282551033,690,0.582062581365946,0.582153710294949,0.716933462092129,0.999326526413139
"AT4G33625",4,16152926,2.73455030071681e-06,0.414136822853454,690,0.582062581365946,0.595689898398922,-14.7556893447909,0.00646591144534518
"AT4G33630",4,16155503,0.66852222679855,0.433517604000498,690,0.582062581365946,0.582174372937364,1.02965238977413,0.999326526413139
"AT4G33640",4,16159548,0.954033461994052,0.400197421565317,690,0.582062581365946,0.582064607133272,0.173221730135992,0.999326526413139
"AT4G33650",4,16160824,0.0256047858044357,0.471453298051764,690,0.582062581365946,0.585111415842136,7.81326427644672,0.999326526413139
"AT4G33660",4,16167286,0.833749929501635,0.375315398699714,690,0.582062581365946,0.582089442273882,0.482714412410132,0.999326526413139
"AT4G33666",4,16169048,0.358439649646762,0.374879315475431,690,0.582062581365946,0.582577076091521,-2.55036701557765,0.999326526413139
"AT4G33670",4,16169523,0.661518734730749,0.44975150363078,690,0.582062581365946,0.582179464209173,1.48744124387304,0.999326526413139
"AT4G33680",4,16171694,0.292043293160761,0.403214321168201,690,0.582062581365946,0.582739987133008,-5.2517199946451,0.999326526413139
"AT4G33690",4,16174818,0.298058726173934,0.449236176985794,690,0.582062581365946,0.582723304957933,2.04918325420476,0.999326526413139
"AT4G33700",4,16176276,0.0402328634575315,0.458600542636286,690,0.582062581365946,0.584636051779019,6.02745916839922,0.999326526413139
"AT4G33720",4,16182752,0.0472920694690282,0.0909256837746541,690,0.582062581365946,0.584468572305617,-2.99926685834998,0.999326526413139
"AT4G33730",4,16185098,0.927467871582053,0.214934880697027,690,0.582062581365946,0.582067633634731,0.267662941192611,0.999326526413139
"AT4G33740",4,16186830,0.100300382943817,0.392394071474593,690,0.582062581365946,0.583712441747036,-5.16154278418617,0.999326526413139
"AT4G33760",4,16189144,0.116186343871841,0.419140107018612,690,0.582062581365946,0.583569989278327,-5.59300822119258,0.999326526413139
"AT4G33770",4,16193422,0.598491734755887,0.412579180162885,690,0.582062581365946,0.582231666527961,0.941491892443082,0.999326526413139
"AT4G33780",4,16201831,0.978014758309732,0.431133805613403,690,0.582062581365946,0.582063044382677,-0.0628659898975457,0.999326526413139
"AT4G33790",4,16204157,0.739293064454013,0.29958948601234,690,0.582062581365946,0.582130108593476,0.495299974308182,0.999326526413139
"AT4G33800",4,16210009,0.119566078732399,0.268665667166417,690,0.582062581365946,0.583542458261235,3.77632586745312,0.999326526413139
"AT4G33810",4,16213324,0.32717778972898,0.40949563323945,690,0.582062581365946,0.582648309722673,-1.84335956863652,0.999326526413139
"AT4G33865",4,16233209,0.126773416669309,0.442592570781864,690,0.582062581365946,0.583486527686632,-3.8116408055721,0.999326526413139
"AT4G33870",4,16234670,0.71412225260204,0.284622942765905,690,0.582062581365946,0.582144405394357,0.573373831753997,0.999326526413139
"AT4G33880",4,16239363,0.494233277094126,0.206341742052897,690,0.582062581365946,0.582347581743983,1.70548040144968,0.999326526413139
"AT4G33890",4,16249643,0.673680393848017,0.454416806153522,690,0.582062581365946,0.582170708722587,-1.00558522067149,0.999326526413139
"AT4G33905",4,16253815,0.653983072915185,0.334058477046393,690,0.582062581365946,0.582185093988048,0.741789899611831,0.999326526413139
"AT4G33910",4,16256733,0.037361808951616,0.440264248912457,690,0.582062581365946,0.584713233173861,-4.20872793039416,0.999326526413139
"AT4G33920",4,16260663,0.0505658467226365,0.301898991579207,690,0.582062581365946,0.584399672148812,-6.15692204201696,0.999326526413139
"AT4G33925",4,16263237,0.944578543049027,0.448301924694598,690,0.582062581365946,0.582065527691866,-0.102454884181498,0.999326526413139
"AT4G33930",4,16264389,0.0231542108502566,0.231195058208601,690,0.582062581365946,0.585218526858536,-3.17104307268664,0.999326526413139
"AT4G33940",4,16266023,0.019772944920394,0.4032566083929,690,0.582062581365946,0.585387449542104,-4.62800888204947,0.999326526413139
"AT4G33945",4,16268050,0.457714581753275,0.444585751000185,690,0.582062581365946,0.582398943381569,-2.25301528523414,0.999326526413139
"AT4G33950",4,16271973,0.00719371879187352,0.354185847390653,690,0.582062581365946,0.58649022208298,-7.85126439812302,0.999326526413139
"AT4G33960",4,16277366,0.149248095638583,0.39901492125314,690,0.582062581365946,0.583332601118919,2.87392137928691,0.999326526413139
"AT4G33970",4,16279795,0.905154296384607,0.326542810317996,690,0.582062581365946,0.582071237364747,-0.158105804704974,0.999326526413139
"AT4G33980",4,16282696,0.867881626960628,0.220349051603674,690,0.582062581365946,0.582079453026169,-0.426133844575816,0.999326526413139
"AT4G33985",4,16288112,0.800022398627791,0.326735295544466,690,0.582062581365946,0.582101706604104,-0.670822292006051,0.999326526413139
"AT4G33990",4,16290141,0.0374519010361751,0.412857649783356,690,0.582062581365946,0.584710717818591,-5.96116490259374,0.999326526413139
"AT4G34000",4,16295430,0.617906032609362,0.398014128572323,690,0.582062581365946,0.582214311273221,-1.24441233596008,0.999326526413139
"AT4G34020",4,16298262,0.373384870024504,0.425918165083317,690,0.582062581365946,0.58254595478584,1.85966937982812,0.999326526413139
"AT4G34030",4,16301179,0.577390470935485,0.397266485625409,690,0.582062581365946,0.582251914040868,1.11407496196443,0.999326526413139
"AT4G34040",4,16304280,0.84118573993462,0.449377269836059,690,0.582062581365946,0.582087061435842,-0.53639791723981,0.999326526413139
"AT4G34050",4,16310775,0.365719396579797,0.427551798566167,690,0.582062581365946,0.582561696392944,-3.2015883987915,0.999326526413139
"AT4G34060",4,16314003,0.342380689547708,0.367802981174312,690,0.582062581365946,0.582612570741404,-1.80081850843271,0.999326526413139
"AT4G34070",4,16323095,0.320422317025571,0.475942622429645,690,0.582062581365946,0.582664908048443,-1.47321719662614,0.999326526413139
"AT4G34071",4,16325750,0.603160839893747,0.185523370935805,690,0.582062581365946,0.582227383728763,0.619354600178212,0.999326526413139
"AT4G34090",4,16326883,0.959769026742089,0.478492699010834,690,0.582062581365946,0.58206413273171,-0.144162998607499,0.999326526413139
"AT4G34100",4,16330467,0.0268661121062224,0.410013846916043,690,0.582062581365946,0.585060373807309,-7.34576065425063,0.999326526413139
"AT4G34110",4,16336387,0.0449981945259526,0.448959505550642,690,0.582062581365946,0.584519924746384,-7.180302637149,0.999326526413139
"AT4G34120",4,16341009,0.695241933219997,0.329080068686542,690,0.582062581365946,0.582156159388107,-1.1639347942837,0.999326526413139
"AT4G34131",4,16343057,0.991762764274566,0.224649228556868,690,0.582062581365946,0.582062646349353,0.0199174515728373,0.999326526413139
"AT4G34135",4,16345281,0.525099437131306,0.340583296366981,690,0.582062581365946,0.582308884254747,1.84095998070916,0.999326526413139
"AT4G34138",4,16348106,0.673592990332028,0.382493682831581,690,0.582062581365946,0.582170770212216,-1.25033426259324,0.999326526413139
"AT4G34140",4,16350780,0.790871003221592,0.408707778551556,690,0.582062581365946,0.582105456661086,-0.624009285991633,0.999326526413139
"AT4G34150",4,16354946,0.844039143796849,0.311361916411001,690,0.582062581365946,0.582086178314516,0.666201331347111,0.999326526413139
"AT4G34160",4,16357639,0.307436265575513,0.351965203772429,690,0.582062581365946,0.582698145808334,-4.97434890527802,0.999326526413139
"AT4G34180",4,16369357,0.903566375517831,0.382778002805812,690,0.582062581365946,0.582071531068413,0.384798905000935,0.999326526413139
"AT4G34190",4,16372388,0.51661737915822,0.458872033977629,690,0.582062581365946,0.58231911786293,1.87389874041401,0.999326526413139
"AT4G34200",4,16373819,0.522989156226094,0.357668869028653,690,0.582062581365946,0.582311402873008,3.97885998961283,0.999326526413139
"AT4G34210",4,16379003,0.683783887730946,0.190458937198068,690,0.582062581365946,0.582163738507573,-0.460415813090549,0.999326526413139
"AT4G34215",4,16379603,0.0574056856998436,0.46661096006424,690,0.582062581365946,0.584269837639179,-3.49624695412058,0.999326526413139
"AT4G34220",4,16381506,0.515813830150323,0.458854986486069,690,0.582062581365946,0.582320102694403,1.34295864757587,0.999326526413139
"AT4G34230",4,16386719,0.219137664079405,0.396923034650673,690,0.582062581365946,0.582984224577628,-2.69872566386584,0.999326526413139
"AT4G34240",4,16389620,0.794970969393433,0.344603551420135,690,0.582062581365946,0.58210375392746,0.748641559566749,0.999326526413139
"AT4G34250",4,16394708,0.529560971286144,0.396720275478409,690,0.582062581365946,0.582303618384889,1.3983335020821,0.999326526413139
"AT4G34260",4,16398028,0.00976290966513907,0.428502032004064,690,0.582062581365946,0.58615375421819,-6.18397581729005,0.999326526413139
"AT4G34265",4,16402280,0.179307390631776,0.447807383223279,690,0.582062581365946,0.583163505960535,-3.39250127546984,0.999326526413139
"AT4G34270",4,16403844,0.171416224412656,0.465791279960509,690,0.582062581365946,0.583204561519956,-2.55870902350944,0.999326526413139
"AT4G34280",4,16406998,0.0328668971167386,0.433884621331012,690,0.582062581365946,0.584847535118309,-4.8240818713457,0.999326526413139
"AT4G34290",4,16410832,0.987549321004894,0.419733817801451,690,0.582062581365946,0.582062729838241,-0.0532411299645901,0.999326526413139
"AT4G34310",4,16414113,0.680504809748147,0.39014747733965,690,0.582062581365946,0.582165970892804,-1.40609162704641,0.999326526413139
"AT4G34320",4,16422166,0.741667707772644,0.328116755847626,690,0.582062581365946,0.582128838610549,0.732331224664449,0.999326526413139
"AT4G34340",4,16426639,0.130621422870541,0.447180680181677,690,0.582062581365946,0.583458098130415,3.21793416817309,0.999326526413139
"AT4G34350",4,16428480,0.576092599040114,0.366703944720462,690,0.582062581365946,0.582253208307027,1.68280745344236,0.999326526413139
"AT4G34360",4,16431941,0.56775816701495,0.409866416686196,690,0.582062581365946,0.582261658641061,1.62713861454176,0.999326526413139
"AT4G34370",4,16434280,0.439283977502458,0.426486379519547,690,0.582062581365946,0.582427423909619,1.43529591574952,0.999326526413139
"AT4G34380",4,16438524,0.183143018694422,0.261392666845089,690,0.582062581365946,0.58314429834206,-2.5273403717938,0.999326526413139
"AT4G34390",4,16441179,0.357871513977026,0.328270578385047,690,0.582062581365946,0.582578294496048,-3.5347310599318,0.999326526413139
"AT4G34400",4,16445208,0.0772637448725322,0.328808148373366,690,0.582062581365946,0.583970076877451,-2.84709923117498,0.999326526413139
"AT4G34410",4,16451876,0.137657327859165,0.15727626118529,690,0.582062581365946,0.583408459528745,-4.41213246183361,0.999326526413139
"AT4G34412",4,16452960,0.137206721067267,0.492213827877009,690,0.582062581365946,0.583411552477811,-3.35914282261365,0.999326526413139
"AT4G34419",4,16456519,0.20496683912948,0.216239245015729,690,0.582062581365946,0.583043263906219,-3.31369151776198,0.999326526413139
"AT4G34420",4,16458068,0.0517007676884188,0.353711886029029,690,0.582062581365946,0.584376883774677,-5.23708744699979,0.999326526413139
"AT4G34430",4,16460920,0.717479534474271,0.455185668035548,690,0.582062581365946,0.582142409013468,1.62606213631807,0.999326526413139
"AT4G34450",4,16471835,0.424578552411841,0.482025099632401,690,0.582062581365946,0.582451500847774,-3.43921806634171,0.999326526413139
"AT4G34460",4,16477106,0.355250549415306,0.434542933438089,690,0.582062581365946,0.582583949945764,-3.09396492974338,0.999326526413139
"AT4G34480",4,16480934,0.20056960419014,0.403130790999862,690,0.582062581365946,0.583062573569262,-2.8487355363759,0.999326526413139
"AT4G34490",4,16484530,0.0917786835205672,0.450742602672535,690,0.582062581365946,0.583799450645443,6.27395750592405,0.999326526413139
"AT4G34500",4,16487754,0.566957982333946,0.427828385873157,690,0.582062581365946,0.582262482743861,1.42520129088007,0.999326526413139
"AT4G34510",4,16491796,0.264247355305998,0.319107963192104,690,0.582062581365946,0.582823162844043,2.99409596782061,0.999326526413139
"AT4G34540",4,16498391,0.161490528769427,0.425816060997008,690,0.582062581365946,0.583259402784416,-2.34202206068949,0.999326526413139
"AT4G34550",4,16503201,0.242187448811375,0.177566887792998,690,0.582062581365946,0.582897349415726,3.11753217865044,0.999326526413139
"AT4G34555",4,16504230,0.236830650632444,0.369988473112676,690,0.582062581365946,0.58291662044444,-4.61247459131846,0.999326526413139
"AT4G34560",4,16507635,0.317551117710454,0.439308328918815,690,0.582062581365946,0.582672103120681,-1.8267564873222,0.999326526413139
"AT4G34570",4,16511001,0.524526577625689,0.457142574957581,690,0.582062581365946,0.582309566180835,1.69108550587771,0.999326526413139
